u,t,theta
"[0.9341989277152488, -0.37219579125586544, -0.29938596851956484, 1.2017649643023085]",119.22957361717397,3.8943804880417745
"[1.2084311901479823, 0.18537116920489793, -0.9961160413479458, 1.0840643862279682]",150.30247022282526,4.523013335183304
"[0.781064290216705, -0.03845829431413698, -2.913013034603819, 0.9263897832001152]",144.63464655149753,4.67388521849727
"[-0.045095383925341424, -0.5891783211757765, 0.644412846872384, 0.6765524276275144]",185.97830610276537,4.975628985125205
